nctid,neoplasm_category,neoplasm
NCT03313908,Neoplasms by Site,Breast Neoplasms
NCT02150408,Neoplasms by Site,Pancreatic Neoplasms
NCT02150408,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT05328908,Neoplasms by Site,Colorectal Neoplasms
NCT02700308,Neoplastic Processes,Neoplasm Metastasis
NCT04068623,Neoplasms by Site,Breast Neoplasms
NCT00191438,Neoplasms by Site,Breast Neoplasms
NCT03015038,Neoplasms by Site,Colonic Neoplasms
NCT03015038,Neoplasms by Histologic Type,Adenocarcinoma
NCT01350908,Neoplasms by Site,Ovarian Neoplasms
NCT01350908,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT00002523,Neoplasms by Site,Rectal Neoplasms
NCT03637738,Neoplasms by Site,Breast Neoplasms
NCT06692738,Neoplasms by Site,Lung Neoplasms
NCT03367208,Neoplasms by Site,Breast Neoplasms
NCT04811508,Neoplasms by Histologic Type,Multiple Myeloma
NCT02520908,Neoplasms by Histologic Type,Lymphoma
NCT01513408,Neoplasms by Site,Breast Neoplasms
NCT04924608,Neoplasms by Site,Peripheral Nervous System Neoplasms
NCT04924608,Neoplasms by Histologic Type,Neurofibromatoses
NCT04924608,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT02227108,Neoplasms by Histologic Type,Lymphoma
NCT01913223,Neoplasms by Site,Colorectal Neoplasms
NCT01913223,Precancerous Conditions,Barrett Esophagus
NCT02032823,Neoplasms by Site,Breast Neoplasms
NCT05388838,Neoplasms by Histologic Type,Lymphoma
NCT03072238,Neoplasms by Site,Prostatic Neoplasms
NCT05781308,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01863108,Neoplasms by Site,Skin Neoplasms
NCT01863108,Neoplasms by Histologic Type,Melanoma
NCT02263508,Neoplasms by Site,Skin Neoplasms
NCT02263508,Neoplasms by Histologic Type,Melanoma
NCT03307408,Neoplasms by Site,Liver Neoplasms
NCT03307408,Neoplasms by Histologic Type,Carcinoma
NCT02912208,Precancerous Conditions,Preleukemia
NCT06228508,Neoplasms by Site,Lung Neoplasms
NCT00988208,Neoplasms by Site,Prostatic Neoplasms
NCT04789408,Neoplasms by Histologic Type,Leukemia
NCT06203808,Neoplasms by Site,Head and Neck Neoplasms
NCT01334008,Neoplasms by Site,Skin Neoplasms
NCT01334008,Neoplasms by Histologic Type,Melanoma
NCT04408638,Neoplasms by Histologic Type,Lymphoma
NCT05404308,Neoplasms by Site,Brain Neoplasms
NCT03872908,Neoplasms by Site,Colorectal Neoplasms
NCT03722108,Neoplasms by Histologic Type,Adenocarcinoma
NCT02141438,Neoplasms by Site,Prostatic Neoplasms
NCT02142608,Neoplasms by Site,Prostatic Neoplasms
NCT06024538,Neoplasms by Site,Lung Neoplasms
NCT05990738,Neoplasms by Site,Small Cell Lung Carcinoma
NCT03694938,Neoplastic Processes,Neoplasm Metastasis
NCT05470738,Neoplasms by Site,Pancreatic Neoplasms
NCT03852238,Neoplasms by Site,Liver Neoplasms
NCT03852238,Neoplasms by Histologic Type,Carcinoma
NCT05257408,Neoplasms by Site,Fallopian Tube Neoplasms
NCT04333108,Neoplasms by Histologic Type,Mastocytosis
NCT02268708,Neoplasms by Site,Thoracic Neoplasms
NCT04095208,Neoplasms by Histologic Type,Sarcoma
NCT01597908,Neoplasms by Site,Skin Neoplasms
NCT01597908,Neoplasms by Histologic Type,Melanoma
NCT00140738,Neoplasms by Site,Breast Neoplasms
NCT05525338,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT05525338,Neoplasms by Histologic Type,Lymphoma
NCT02149108,Neoplasms by Site,Colorectal Neoplasms
NCT01352208,Neoplasms by Site,Prostatic Neoplasms
NCT00180908,Neoplasms by Histologic Type,Osteosarcoma
NCT06408038,Neoplasms by Site,Breast Neoplasms
NCT01730638,Neoplasms by Site,Thyroid Neoplasms
NCT01730638,Neoplasms by Histologic Type,Carcinoma
NCT03681938,Neoplasms by Histologic Type,Lymphoma
NCT00777738,Neoplasms by Histologic Type,Waldenstrom Macroglobulinemia
NCT03325738,Neoplasms by Histologic Type,Carcinoma
NCT00039208,Neoplasms by Site,Colorectal Neoplasms
NCT00993538,Neoplasms by Histologic Type,Leukemia
NCT06328738,Neoplasms by Site,Breast Neoplasms
NCT00291538,Neoplasms by Histologic Type,Multiple Myeloma
NCT02750514,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00610714,Neoplasms by Site,Ovarian Neoplasms
NCT00610714,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT03427814,Neoplasms by Site,Stomach Neoplasms
NCT00861614,Neoplasms by Site,Prostatic Neoplasms
NCT01127295,Neoplasms by Site,Breast Neoplasms
NCT00404495,Neoplasms by Histologic Type,Glioma
NCT00612495,Neoplasms by Site,Endometrial Neoplasms
NCT04988295,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT06649695,Neoplasms by Histologic Type,Immunoglobulin Light-chain Amyloidosis
NCT02771795,Neoplasms by Site,Breast Neoplasms
NCT01597414,Neoplasms by Site,Breast Neoplasms
NCT04482114,Neoplasms by Site,Multiple Pulmonary Nodules
NCT00921414,Neoplasms by Histologic Type,Lymphoma
NCT00518895,Neoplasms by Site,Skin Neoplasms
NCT00518895,Neoplasms by Histologic Type,Melanoma
NCT01600014,Precancerous Conditions,"Keratosis, Actinic"
NCT05136014,Neoplasms by Site,Lung Neoplasms
NCT05136014,Neoplasms by Histologic Type,Adenocarcinoma
NCT06417814,Neoplasms by Site,Lung Neoplasms
NCT03597295,Neoplasms by Histologic Type,Carcinoma
NCT02520895,Neoplasms by Histologic Type,Lymphoma
NCT03732495,Neoplasms by Site,Thyroid Neoplasms
NCT00067314,Neoplasms by Site,Breast Neoplasms
NCT00067314,Neoplastic Processes,Neoplasm Metastasis
NCT05095714,Neoplasms by Site,Liver Neoplasms
NCT05095714,Neoplasms by Histologic Type,Carcinoma
NCT00017095,Neoplasms by Site,Breast Neoplasms
NCT03148795,Neoplasms by Site,Prostatic Neoplasms
NCT02890095,Neoplasms by Site,Breast Neoplasms
NCT05634395,Neoplasms by Site,Breast Neoplasms
NCT04008095,Neoplasms by Site,Uterine Cervical Neoplasms
NCT03469895,Neoplasms by Histologic Type,Leukemia
NCT06267014,Neoplasms by Site,Breast Neoplasms
NCT02784795,Neoplasms by Histologic Type,Sarcoma
NCT02516995,Neoplasms by Site,Prostatic Neoplasms
NCT00162695,Neoplasms by Histologic Type,Rhabdomyosarcoma
NCT04702581,Neoplasms by Histologic Type,Oligodendroglioma
NCT03875781,Neoplasms by Site,Rectal Neoplasms
NCT05856695,Neoplasms by Site,Lung Neoplasms
NCT00642395,Neoplasms by Histologic Type,Multiple Myeloma
NCT03690895,Neoplasms by Histologic Type,Lymphoma
NCT00960895,Neoplasms by Histologic Type,Lymphangioleiomyomatosis
NCT05180695,Neoplasms by Histologic Type,Sarcoma
NCT00876395,Neoplasms by Site,Breast Neoplasms
NCT03517995,Neoplasms by Site,Urinary Bladder Neoplasms
NCT02184195,Neoplasms by Site,Pancreatic Neoplasms
NCT02184195,Neoplasms by Histologic Type,Adenocarcinoma
NCT00709995,Neoplasms by Site,Kidney Neoplasms
NCT00709995,Neoplasms by Histologic Type,Carcinoma
NCT05234450,Neoplasms by Site,Pancreatic Neoplasms
NCT05234450,Neoplasms by Histologic Type,Carcinoma
NCT01647555,Neoplasms by Site,Head and Neck Neoplasms
NCT00005055,Neoplasms by Site,Lung Neoplasms
NCT00424255,Neoplasms by Site,Head and Neck Neoplasms
NCT02601950,Neoplasms by Site,Kidney Neoplasms
NCT02601950,Neoplasms by Histologic Type,Sarcoma
NCT04068155,Neoplasms by Site,Skin Neoplasms
NCT04068155,Neoplastic Processes,Neoplasm Metastasis
NCT04789655,Neoplasms by Histologic Type,Leukemia
NCT05280314,Neoplasms by Site,Neoplasms by Site
NCT05280314,Neoplasms by Histologic Type,Squamous Cell Carcinoma of Head and Neck
NCT00171314,Neoplasms by Site,Breast Neoplasms
NCT05527795,Neoplasms by Site,Skin Neoplasms
NCT05527795,Neoplasms by Histologic Type,Melanoma
NCT03023423,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00364923,Neoplasms by Histologic Type,Lymphoma
NCT02505750,Neoplasms by Site,Rectal Neoplasms
NCT02505750,Neoplasms by Histologic Type,Adenocarcinoma
NCT00742495,Neoplasms by Histologic Type,Lymphoma
NCT01287923,Neoplasms by Histologic Type,Lymphoma
NCT04396223,Neoplasms by Histologic Type,Gestational Trophoblastic Disease
NCT04396223,"Pregnancy Complications, Neoplastic","Pregnancy Complications, Neoplastic"
NCT03950323,Neoplasms by Site,Parotid Neoplasms
NCT02859623,Neoplasms by Site,Hematologic Neoplasms
NCT02928523,Neoplasms by Histologic Type,Leukemia
NCT02087423,Neoplasms by Site,Lung Neoplasms
NCT02394223,Neoplasms by Site,Prostatic Neoplasms
NCT05386108,Neoplasms by Site,Brain Neoplasms
NCT03938623,Neoplasms by Site,Colorectal Neoplasms
NCT01250223,Neoplasms by Histologic Type,Lymphoma
NCT00401323,Neoplasms by Site,Head and Neck Neoplasms
NCT00401323,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT00401323,Neoplastic Processes,Neoplasm Metastasis
NCT06084195,Neoplasms by Site,Ovarian Neoplasms
NCT06084195,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT03766295,Neoplasms by Site,Pancreatic Neoplasms
NCT00054795,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT00054795,Neoplastic Processes,Neoplasm Metastasis
NCT05495295,Neoplasms by Histologic Type,Glioblastoma
NCT02875795,Neoplasms by Site,Head and Neck Neoplasms
NCT00630695,Cysts,Lymphocele
NCT04980495,Neoplasms by Site,Myasthenia Gravis
NCT04980495,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT06059014,Neoplasms by Site,Kidney Neoplasms
NCT06059014,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT05056714,Neoplasms by Site,Colorectal Neoplasms
NCT05211895,Neoplasms by Site,Lung Neoplasms
NCT00537095,Neoplasms by Site,Thyroid Neoplasms
NCT04308395,Neoplasms by Histologic Type,Nevus
NCT04308395,Cysts,Basal Cell Nevus Syndrome
NCT04308395,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT01569295,Neoplasms by Histologic Type,Leukemia
NCT05911295,Neoplasms by Histologic Type,Carcinoma
NCT04603495,Neoplasms by Site,Polycythemia Vera
NCT06627595,Neoplasms by Site,Skin Neoplasms
NCT06627595,Neoplasms by Histologic Type,Melanoma
NCT04045795,Neoplasms by Histologic Type,Multiple Myeloma
NCT00381095,Neoplasms by Site,Bone Neoplasms
NCT01104714,Neoplasms by Site,Laryngeal Neoplasms
NCT01104714,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT04586114,Neoplastic Processes,Neoplasm Metastasis
NCT02268695,Neoplasms by Site,Head and Neck Neoplasms
NCT02268695,Neoplasms by Histologic Type,Squamous Cell Carcinoma of Head and Neck
NCT00674414,Neoplasms by Site,Breast Neoplasms
NCT05149495,Neoplasms by Site,Pituitary Neoplasms
NCT05149495,Neoplasms by Histologic Type,Adenoma
NCT04392895,Neoplasms by Site,Uterine Cervical Neoplasms
NCT01596114,Neoplasms by Histologic Type,Leukemia
NCT00056095,Neoplasms by Site,Kidney Neoplasms
NCT00056095,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT03924895,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03085095,Neoplasms by Site,Prostatic Neoplasms
NCT05568095,Neoplasms by Histologic Type,Adenocarcinoma
NCT02788214,Neoplasms by Site,Stomach Neoplasms
NCT03784014,Neoplasms by Histologic Type,Sarcoma
NCT05566795,Neoplasms by Histologic Type,Glioma
NCT00561795,Neoplasms by Site,Ovarian Neoplasms
NCT00561795,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT00421395,Neoplasms by Histologic Type,Lymphoma
NCT05528614,Neoplasms by Site,Pancreatic Neoplasms
NCT05528614,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT02141295,Neoplasms by Site,Colorectal Neoplasms
NCT00417495,Neoplasms by Site,Breast Neoplasms
NCT02366195,Neoplasms by Site,Skin Neoplasms
NCT02366195,Neoplasms by Histologic Type,Melanoma
NCT01566695,Precancerous Conditions,Preleukemia
NCT00075595,Neoplasms by Site,Colorectal Neoplasms
NCT00069095,Neoplasms by Site,Colorectal Neoplasms
NCT03850795,Neoplasms by Site,Prostatic Neoplasms
NCT04266795,Neoplasms by Histologic Type,Leukemia
NCT02302495,Neoplasms by Histologic Type,Multiple Myeloma
NCT02791750,Neoplasms by Site,Breast Neoplasms
NCT02791750,Neoplasms by Histologic Type,Carcinoma
NCT02904850,Neoplasms by Site,Lung Neoplasms
NCT04662255,Neoplasms by Histologic Type,Lymphoma
NCT04034355,Neoplasms by Site,Colorectal Neoplasms
NCT01075555,Neoplasms by Site,Liver Neoplasms
NCT03329755,Neoplasms by Site,Skin Neoplasms
NCT03329755,Neoplasms by Histologic Type,Melanoma
NCT00389155,Neoplasms by Site,Urinary Bladder Neoplasms
NCT00389155,Neoplasms by Histologic Type,Carcinoma
NCT00532155,Neoplasms by Site,Lung Neoplasms
NCT06041555,Neoplasms by Site,Kidney Neoplasms
NCT06041555,Neoplasms by Histologic Type,Glioblastoma
NCT01469455,Neoplasms by Site,Skin Neoplasms
NCT01469455,Neoplasms by Histologic Type,Melanoma
NCT03123055,Neoplasms by Histologic Type,Carcinoma
NCT00461955,Neoplasms by Histologic Type,Multiple Myeloma
NCT04524455,Neoplasms by Histologic Type,Leukemia
NCT04053855,Neoplasms by Site,Kidney Neoplasms
NCT04053855,Neoplasms by Histologic Type,Carcinoma
NCT06506955,Neoplastic Processes,Neoplasm Metastasis
NCT02859714,Neoplasms by Histologic Type,Adenoma
NCT01802814,Neoplasms by Histologic Type,Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCT01557114,Neoplasms by Site,Skin Neoplasms
NCT01557114,Neoplasms by Histologic Type,Melanoma
NCT01693614,Neoplasms by Histologic Type,Lymphoma
NCT05988814,Neoplasms by Site,Pancreatic Neoplasms
NCT00498914,Neoplasms by Histologic Type,Lymphoma
NCT04985214,Neoplasms by Histologic Type,Lymphoma
NCT02260414,Neoplasms by Histologic Type,Lymphoma
NCT04372095,Neoplasms by Site,Meningeal Neoplasms
NCT04372095,Neoplasms by Histologic Type,Meningioma
NCT04807595,Neoplasms by Site,Breast Neoplasms
NCT02562755,Neoplasms by Site,Liver Neoplasms
NCT02562755,Neoplasms by Histologic Type,Carcinoma
NCT00898014,Neoplasms by Site,Breast Neoplasms
NCT00127595,Neoplasms by Histologic Type,Carcinoma
NCT02977195,Neoplasms by Site,Endometrial Neoplasms
NCT01210495,Neoplasms by Site,Liver Neoplasms
NCT01210495,Neoplasms by Histologic Type,Carcinoma
NCT06480955,Neoplasms by Site,Bone Neoplasms
NCT06480955,Neoplastic Processes,Neoplasm Metastasis
NCT03980314,Neoplasms by Site,Skin Neoplasms
NCT03980314,Neoplasms by Histologic Type,Melanoma
NCT06056414,Neoplasms by Site,Breast Neoplasms
NCT03891914,Neoplasms by Histologic Type,Multiple Myeloma
NCT02997995,Neoplasms by Site,Breast Neoplasms
NCT01578655,Neoplasms by Site,Prostatic Neoplasms
NCT05002855,Neoplasms by Site,Colorectal Neoplasms
NCT02281214,Neoplasms by Site,Lung Neoplasms
NCT03518814,Neoplasms by Site,Skin Neoplasms
NCT03518814,Neoplasms by Histologic Type,Melanoma
NCT02322814,Neoplasms by Site,Breast Neoplasms
NCT01395914,Neoplasms by Site,Lung Neoplasms
NCT05939414,Neoplasms by Site,Prostatic Neoplasms
NCT02872714,Neoplasms by Histologic Type,Carcinoma
NCT06600295,Neoplasms by Site,Oropharyngeal Neoplasms
NCT04933695,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01156350,Neoplasms by Histologic Type,Neuroblastoma
NCT05269355,Neoplasms by Histologic Type,Leiomyosarcoma
NCT00425555,Neoplasms by Histologic Type,Lymphoma
NCT02631655,Neoplasms by Histologic Type,Glioblastoma
NCT05711914,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT06112314,Neoplasms by Site,Skin Neoplasms
NCT06112314,Neoplasms by Histologic Type,Melanoma
NCT06147414,Neoplasms by Histologic Type,Neurofibromatoses
NCT06147414,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT04348955,Neoplasms by Site,Breast Neoplasms
NCT04189055,Neoplastic Processes,Neoplasm Metastasis
NCT00144755,Neoplasms by Histologic Type,Lymphoma
NCT04779255,Precancerous Conditions,"Keratosis, Actinic"
NCT00006455,Neoplasms by Histologic Type,Lymphoma
NCT04988555,Neoplasms by Histologic Type,Leukemia
NCT00441155,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00441155,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT04501614,Neoplasms by Histologic Type,Leukemia
NCT04627714,Neoplasms by Site,Breast Neoplasms
NCT00224614,Neoplasms by Histologic Type,Leukemia
NCT04667650,Neoplasms by Site,Myasthenia Gravis
NCT04667650,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT04287855,Neoplasms by Histologic Type,Multiple Myeloma
NCT03682055,Neoplasms by Site,Nasopharyngeal Neoplasms
NCT03682055,Neoplasms by Histologic Type,Carcinoma
NCT05222555,Neoplasms by Histologic Type,Lymphoma
NCT02869555,Neoplasms by Histologic Type,Multiple Myeloma
NCT05149014,Neoplasms by Site,Breast Neoplasms
NCT05845814,Neoplasms by Histologic Type,Carcinoma
NCT00006114,Neoplasms by Site,Prostatic Neoplasms
NCT03989414,Neoplasms by Histologic Type,Multiple Myeloma
NCT04915755,Neoplasms by Site,Breast Neoplasms
NCT04053114,Neoplasms by Site,Thyroid Neoplasms
NCT04053114,Neoplasms by Histologic Type,Carcinoma
NCT04526314,Neoplasms by Site,Colonic Neoplasms
NCT04717414,Neoplasms by Site,Polycythemia Vera
NCT04875195,Neoplasms by Histologic Type,Lymphoma
NCT05665595,Neoplasms by Site,Skin Neoplasms
NCT05665595,Neoplasms by Histologic Type,Melanoma
NCT05975775,Neoplasms by Site,Prostatic Neoplasms
NCT03662659,Neoplasms by Site,Stomach Neoplasms
NCT04289259,Neoplasms by Site,Lung Neoplasms
NCT01067300,Neoplasms by Histologic Type,Leukemia
NCT04707300,Neoplasms by Site,Hematologic Neoplasms
NCT03975959,Neoplasms by Site,Nervous System Neoplasms
NCT03975959,Neoplasms by Histologic Type,Glioblastoma
NCT05101759,Neoplasms by Site,Hematologic Neoplasms
NCT05101759,Neoplasms by Histologic Type,"Neoplasms, Plasma Cell"
NCT03267459,Neoplasms by Site,Retinal Neoplasms
NCT03267459,Neoplasms by Histologic Type,Retinoblastoma
NCT04515459,Neoplasms by Histologic Type,Sarcoma
NCT05935059,Neoplasms by Site,Breast Neoplasms
NCT04063800,Neoplasms by Histologic Type,Adenocarcinoma
NCT01361100,Neoplasms by Histologic Type,Carcinoma
NCT02570100,Neoplasms by Site,Breast Neoplasms
NCT00574275,Neoplasms by Site,Pancreatic Neoplasms
NCT02831959,Neoplasms by Site,Lung Neoplasms
NCT02831959,Neoplastic Processes,Neoplasm Metastasis
NCT01639859,Neoplasms by Site,Prostatic Neoplasms
NCT02271659,Neoplasms by Site,Prostatic Neoplasms
NCT02907359,Neoplasms by Histologic Type,Leukemia
NCT02907359,Precancerous Conditions,Preleukemia
NCT00809575,Precancerous Conditions,Preleukemia
NCT00372775,Neoplasms by Site,Lung Neoplasms
NCT00372775,Neoplastic Processes,Neoplasm Metastasis
NCT05589675,Neoplasms by Site,Colorectal Neoplasms
NCT05772559,Neoplasms by Histologic Type,Leukemia
NCT04908059,Neoplasms by Histologic Type,Lymphoma
NCT06282159,Neoplasms by Site,Myasthenia Gravis
NCT06282159,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT00686959,Neoplasms by Site,Lung Neoplasms
NCT06621459,Neoplasms by Site,Breast Neoplasms
NCT06214000,Neoplasms by Site,Prostatic Neoplasms
NCT06214000,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT01268059,Neoplasms by Site,Lung Neoplasms
NCT02393859,Neoplasms by Histologic Type,Leukemia
NCT02836275,Neoplasms by Site,Ovarian Neoplasms
NCT00486759,Neoplasms by Histologic Type,Lymphoma
NCT00002459,Neoplasms by Site,Endometrial Neoplasms
NCT00002459,Neoplasms by Histologic Type,Sarcoma
NCT04887259,Neoplasms by Histologic Type,Leukemia
NCT02063659,Neoplasms by Histologic Type,Carcinoid Tumor
NCT02395575,Neoplasms by Site,Breast Neoplasms
NCT00745875,Neoplasms by Site,Lung Neoplasms
NCT05793775,Neoplastic Processes,Neoplasm Metastasis
NCT01484275,Neoplasms by Histologic Type,Multiple Myeloma
NCT01484275,Precancerous Conditions,Smoldering Multiple Myeloma
NCT00333775,Neoplasms by Site,Breast Neoplasms
NCT06744075,Neoplasms by Histologic Type,Lymphoma
NCT06744075,Neoplastic Processes,"Neoplasm, Residual"
NCT03602859,Neoplasms by Site,Ovarian Neoplasms
NCT03602859,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT02132975,Neoplasms by Site,Prostatic Neoplasms
NCT01040559,Neoplasms by Site,Liver Neoplasms
NCT01040559,Neoplasms by Histologic Type,Carcinoma
NCT00811759,Neoplasms by Site,Skin Neoplasms
NCT00811759,Neoplasms by Histologic Type,Melanoma
NCT00056459,Neoplasms by Site,Colorectal Neoplasms
